"partid","item","sentence","construct","classification","IO","counter","group","Value","zscores"
"600150a39d652729f84daf83","91","John cackled some noises to a man.","PDsentence","non-alternating","shortIndefinite",4,"E",28,-0.865740956012042
"600150a39d652729f84daf83","123","Linda flew some weapons to a team from work.","PDsentence","alternating","longIndefinite",4,"E",28,-0.865740956012042
"600150a39d652729f84daf83","195","Linda bequeathed a portrait to a man.","PDsentence","alternating","shortIndefinite",4,"E",78,0.625373332675595
"600150a39d652729f84daf83","99","John warbled a greeting to a man from work.","PDsentence","non-alternating","longIndefinite",4,"E",71,0.416617332259326
"600150a39d652729f84daf83","39","Michael snapped a man a comment.","DOsentence","non-alternating","shortIndefinite",4,"E",73,0.476261903806831
"600150a39d652729f84daf83","171","Alice wheeled some fruit to a man wearing a hat.","PDsentence","alternating","longIndefinite",4,"E",90,0.983240761960628
"600150a39d652729f84daf83","11","Alice presented a painting to a man.","PDsentence","non-alternating","shortIndefinite",4,"E",90,0.983240761960628
"600150a39d652729f84daf83","27","Mary proposed an idea to a man.","PDsentence","non-alternating","shortIndefinite",4,"E",79,0.655195618449347
"600150a39d652729f84daf83","75","Juan grumbled a name to a man.","PDsentence","non-alternating","shortIndefinite",4,"E",61,0.118394474521798
"600150a39d652729f84daf83","187","Mary lugged some groceries to a woman from work.","PDsentence","alternating","longIndefinite",4,"E",85,0.834129333091864
"600150a39d652729f84daf83","19","Juan expressed a thought to a man who was wearing a hat.","PDsentence","non-alternating","longIndefinite",4,"E",89,0.953418476186875
"600150a39d652729f84daf83","143","Michael floated a woman a bottle.","DOsentence","alternating","shortIndefinite",4,"E",27,-0.895563241785795
"600150a39d652729f84daf83","23","Maria recommended a woman a band.","DOsentence","non-alternating","shortIndefinite",4,"E",60,0.0885721887480456
"600150a39d652729f84daf83","71","John furnished a team some forms.","DOsentence","non-alternating","shortIndefinite",4,"E",79,0.655195618449347
"600150a39d652729f84daf83","83","Bob squealed an answer to a woman from work.","PDsentence","non-alternating","longIndefinite",4,"E",68,0.327150474938067
"600150a39d652729f84daf83","47","Juan conveyed a man from work a thought.","DOsentence","non-alternating","longIndefinite",4,"E",59,0.0587499029742928
"600150a39d652729f84daf83","199","Michael catapulted a man who was wearing a hat a container.","DOsentence","alternating","longIndefinite",4,"E",34,-0.686807241369525
"600150a39d652729f84daf83","191","Maria carted a team some books.","DOsentence","alternating","shortIndefinite",4,"E",59,0.0587499029742928
"600150a39d652729f84daf83","175","John faxed a woman a form.","DOsentence","alternating","shortIndefinite",4,"E",98,1.22181904815065
"600150a39d652729f84daf83","63","Alice murmured a woman from work a comment.","DOsentence","non-alternating","longIndefinite",4,"E",58,0.0289276172005401
"600150a39d652729f84daf83","127","Michael kicked a woman a football.","DOsentence","alternating","shortIndefinite",4,"E",74,0.506084189580584
"600150a39d652729f84daf83","119","Juan threw a woman wearing a hat a soda.","DOsentence","alternating","longIndefinite",4,"E",81,0.714840189996853
"600150a39d652729f84daf83","95","Bob stammered a woman wearing a hat a thought.","DOsentence","non-alternating","longIndefinite",4,"E",35,-0.656984955595773
"600150a39d652729f84daf83","147","Michael shipped a box to a man.","PDsentence","alternating","shortIndefinite",4,"E",82,0.744662475770606
"600150a39d652729f84daf83","35","Linda communicated a point to a woman from work.","PDsentence","non-alternating","longIndefinite",4,"E",77,0.595551046901842
"600150a39d652729f84daf83","131","John slipped a pill to a woman.","PDsentence","alternating","shortIndefinite",4,"E",96,1.16217447660314
"600150a39d652729f84daf83","167","Alice chucked a woman who was wearing a hat a bag.","DOsentence","alternating","longIndefinite",4,"E",55,-0.0605392401207181
"600150a39d652729f84daf83","15","Alice admitted a man who was wearing a hat a slip-up.","DOsentence","non-alternating","longIndefinite",4,"E",4,-1.58147581458211
"600150a39d652729f84daf83","51","Maria surrendered some guns to a woman wearing a hat.","PDsentence","non-alternating","longIndefinite",4,"E",81,0.714840189996853
"627eb71410801644729fb08a","43","Bob donated a painting to a team.","PDsentence","non-alternating","shortIndefinite",4,"E",89,3.27976240305341
"627eb71410801644729fb08a","47","Juan conveyed a man from work a thought.","DOsentence","non-alternating","longIndefinite",4,"E",73,1.76704408512737
"627eb71410801644729fb08a","107","Maria brought a blanket to a woman who was wearing a hat.","PDsentence","alternating","longIndefinite",4,"E",22,-3.05474555326192
"627eb71410801644729fb08a","71","John furnished a team some forms.","DOsentence","non-alternating","shortIndefinite",4,"E",29,-2.39293128916927
"627eb71410801644729fb08a","167","Alice chucked a woman who was wearing a hat a bag.","DOsentence","alternating","longIndefinite",4,"E",33,-2.01475170968776
"627eb71410801644729fb08a","95","Bob stammered a woman wearing a hat a thought.","DOsentence","non-alternating","longIndefinite",4,"E",32,-2.10929660455813
"627eb71410801644729fb08a","147","Michael shipped a box to a man.","PDsentence","alternating","shortIndefinite",4,"E",51,-0.312943602020952
"627eb71410801644729fb08a","15","Alice admitted a man who was wearing a hat a slip-up.","DOsentence","non-alternating","longIndefinite",4,"E",52,-0.218398707150574
"627eb71410801644729fb08a","103","Michael gave a man wearing a hat a message.","DOsentence","alternating","longIndefinite",4,"E",61,0.632505346682829
"627eb71410801644729fb08a","7","Alice described a woman a headline.","DOsentence","non-alternating","shortIndefinite",4,"E",61,0.632505346682829
"627eb71410801644729fb08a","183","Linda loaned a man from work some equipment.","DOsentence","alternating","longIndefinite",4,"E",52,-0.218398707150574
"627eb71410801644729fb08a","35","Linda communicated a point to a woman from work.","PDsentence","non-alternating","longIndefinite",4,"E",51,-0.312943602020952
"627eb71410801644729fb08a","79","Alice grunted a man who was from work a name.","DOsentence","non-alternating","longIndefinite",4,"E",53,-0.123853812280195
"627eb71410801644729fb08a","195","Linda bequeathed a portrait to a man.","PDsentence","alternating","shortIndefinite",4,"E",53,-0.123853812280195
"627eb71410801644729fb08a","199","Michael catapulted a man who was wearing a hat a container.","DOsentence","alternating","longIndefinite",4,"E",53,-0.123853812280195
"627eb71410801644729fb08a","75","Juan grumbled a name to a man.","PDsentence","non-alternating","shortIndefinite",4,"E",53,-0.123853812280195
"627eb71410801644729fb08a","191","Maria carted a team some books.","DOsentence","alternating","shortIndefinite",4,"E",53,-0.123853812280195
"627eb71410801644729fb08a","143","Michael floated a woman a bottle.","DOsentence","alternating","shortIndefinite",4,"E",54,-0.0293089174098174
"627eb71410801644729fb08a","51","Maria surrendered some guns to a woman wearing a hat.","PDsentence","non-alternating","longIndefinite",4,"E",57,0.254325767201317
"627eb71410801644729fb08a","91","John cackled some noises to a man.","PDsentence","non-alternating","shortIndefinite",4,"E",57,0.254325767201317
"627eb71410801644729fb08a","179","Mary heaved a ball to a man.","PDsentence","alternating","shortIndefinite",4,"E",53,-0.123853812280195
"627eb71410801644729fb08a","63","Alice murmured a woman from work a comment.","DOsentence","non-alternating","longIndefinite",4,"E",55,0.0652359774605606
"627eb71410801644729fb08a","131","John slipped a pill to a woman.","PDsentence","alternating","shortIndefinite",4,"E",55,0.0652359774605606
"627eb71410801644729fb08a","83","Bob squealed an answer to a woman from work.","PDsentence","non-alternating","longIndefinite",4,"E",57,0.254325767201317
"627eb71410801644729fb08a","39","Michael snapped a man a comment.","DOsentence","non-alternating","shortIndefinite",4,"E",57,0.254325767201317
"627eb71410801644729fb08a","175","John faxed a woman a form.","DOsentence","alternating","shortIndefinite",4,"E",56,0.159780872330939
"627eb71410801644729fb08a","151","Alice signaled a woman from work a formation.","DOsentence","alternating","longIndefinite",4,"E",59,0.443415556942073
"627eb71410801644729fb08a","119","Juan threw a woman wearing a hat a soda.","DOsentence","alternating","longIndefinite",4,"E",56,0.159780872330939
"627eb71410801644729fb08a","59","Michael recounted some information to a man.","PDsentence","non-alternating","shortIndefinite",4,"E",58,0.348870662071695
"627eb71410801644729fb08a","67","Alice dispatched some meals to a team from work.","PDsentence","non-alternating","longIndefinite",4,"E",58,0.348870662071695
"627eb71410801644729fb08a","23","Maria recommended a woman a band.","DOsentence","non-alternating","shortIndefinite",4,"E",58,0.348870662071695
"627eb71410801644729fb08a","99","John warbled a greeting to a man from work.","PDsentence","non-alternating","longIndefinite",4,"E",58,0.348870662071695
"627eb71410801644729fb08a","27","Mary proposed an idea to a man.","PDsentence","non-alternating","shortIndefinite",4,"E",58,0.348870662071695
"627eb71410801644729fb08a","123","Linda flew some weapons to a team from work.","PDsentence","alternating","longIndefinite",4,"E",58,0.348870662071695
"627eb71410801644729fb08a","163","Maria phoned a request to a woman.","PDsentence","alternating","shortIndefinite",4,"E",58,0.348870662071695
"627eb71410801644729fb08a","111","Alice offered a woman a payment.","DOsentence","alternating","shortIndefinite",4,"E",58,0.348870662071695
"627eb71410801644729fb08a","139","Mary assigned a desk to a woman who was from work.","PDsentence","alternating","longIndefinite",4,"E",58,0.348870662071695
"627eb71410801644729fb08a","19","Juan expressed a thought to a man who was wearing a hat.","PDsentence","non-alternating","longIndefinite",4,"E",58,0.348870662071695
"627eb71410801644729fb08a","115","Bob hit a curveball to a woman.","PDsentence","alternating","shortIndefinite",4,"E",58,0.348870662071695
"627eb71410801644729fb08a","187","Mary lugged some groceries to a woman from work.","PDsentence","alternating","longIndefinite",4,"E",62,0.727050241553207
"627eb71410801644729fb08a","11","Alice presented a painting to a man.","PDsentence","non-alternating","shortIndefinite",4,"E",55,0.0652359774605606
"627eb71410801644729fb08a","171","Alice wheeled some fruit to a man wearing a hat.","PDsentence","alternating","longIndefinite",4,"E",60,0.537960451812451
"627eb71410801644729fb08a","127","Michael kicked a woman a football.","DOsentence","alternating","shortIndefinite",4,"E",56,0.159780872330939
"627eb71410801644729fb08a","55","Alice groaned a man a reply.","DOsentence","non-alternating","shortIndefinite",4,"E",56,0.159780872330939
"627eb71410801644729fb08a","3","Michael reported some numbers to a man who was from work.","PDsentence","non-alternating","longIndefinite",4,"E",61,0.632505346682829
"627eb71410801644729fb08a","159","John willed a man a painting.","DOsentence","alternating","shortIndefinite",4,"E",56,0.159780872330939
"627eb71410801644729fb08a","87","Maria screeched a man a thought.","DOsentence","non-alternating","shortIndefinite",4,"E",58,0.348870662071695
"627eb71410801644729fb08a","135","Linda owed a woman wearing a hat a job.","DOsentence","alternating","longIndefinite",4,"E",58,0.348870662071695
"627eb71410801644729fb08a","31","Maria shouted a woman wearing a hat a name.","DOsentence","non-alternating","longIndefinite",4,"E",58,0.348870662071695
"627eb71410801644729fb08a","155","Linda shoved a letter to a man who was from work.","PDsentence","alternating","longIndefinite",4,"E",58,0.348870662071695
"65ca7fdb27a7e5bf553628b0","23","Maria recommended a woman a band.","DOsentence","non-alternating","shortIndefinite",4,"E",21,-1.23175261072536
"65ca7fdb27a7e5bf553628b0","107","Maria brought a blanket to a woman who was wearing a hat.","PDsentence","alternating","longIndefinite",4,"E",72,0.476688595339186
"65ca7fdb27a7e5bf553628b0","19","Juan expressed a thought to a man who was wearing a hat.","PDsentence","non-alternating","longIndefinite",4,"E",65,0.242196665095032
"65ca7fdb27a7e5bf553628b0","35","Linda communicated a point to a woman from work.","PDsentence","non-alternating","longIndefinite",4,"E",28,-0.997260680481206
"65ca7fdb27a7e5bf553628b0","91","John cackled some noises to a man.","PDsentence","non-alternating","shortIndefinite",4,"E",21,-1.23175261072536
"65ca7fdb27a7e5bf553628b0","119","Juan threw a woman wearing a hat a soda.","DOsentence","alternating","longIndefinite",4,"E",79,0.711180525583339
"65ca7fdb27a7e5bf553628b0","167","Alice chucked a woman who was wearing a hat a bag.","DOsentence","alternating","longIndefinite",4,"E",98,1.34765862196033
"65ca7fdb27a7e5bf553628b0","3","Michael reported some numbers to a man who was from work.","PDsentence","non-alternating","longIndefinite",4,"E",38,-0.662272208703844
"65ca7fdb27a7e5bf553628b0","191","Maria carted a team some books.","DOsentence","alternating","shortIndefinite",4,"E",37,-0.69577105588158
"65ca7fdb27a7e5bf553628b0","199","Michael catapulted a man who was wearing a hat a container.","DOsentence","alternating","longIndefinite",4,"E",17,-1.3657479994363
"65ca7fdb27a7e5bf553628b0","175","John faxed a woman a form.","DOsentence","alternating","shortIndefinite",4,"E",69,0.376192053805977
"65ca7fdb27a7e5bf553628b0","179","Mary heaved a ball to a man.","PDsentence","alternating","shortIndefinite",4,"E",72,0.476688595339186
"65ca7fdb27a7e5bf553628b0","39","Michael snapped a man a comment.","DOsentence","non-alternating","shortIndefinite",4,"E",74,0.543686289694658
"65ca7fdb27a7e5bf553628b0","55","Alice groaned a man a reply.","DOsentence","non-alternating","shortIndefinite",4,"E",17,-1.3657479994363
"65ca7fdb27a7e5bf553628b0","31","Maria shouted a woman wearing a hat a name.","DOsentence","non-alternating","longIndefinite",4,"E",16,-1.39924684661404
"65ca7fdb27a7e5bf553628b0","83","Bob squealed an answer to a woman from work.","PDsentence","non-alternating","longIndefinite",4,"E",77,0.644182831227866
"65ca7fdb27a7e5bf553628b0","71","John furnished a team some forms.","DOsentence","non-alternating","shortIndefinite",4,"E",18,-1.33224915225857
"65ca7fdb27a7e5bf553628b0","87","Maria screeched a man a thought.","DOsentence","non-alternating","shortIndefinite",4,"E",30,-0.930262986125733
